,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
50,,-1,Chris,Massie,Chris Massie,PF,78.25,6' 6.25'',,,248,84.0,7' 0'',107.0,8' 11'',,,
51,,12055,Immanuel,McElroy,Immanuel McElroy,SG,74.25,6' 2.25'',,,191,78.5,6' 6.5'',100.0,8' 4'',,,
52,,12056,Aaron,McGhee,Aaron McGhee,PF-SF,79.0,6' 7'',,,255,82.0,6' 10'',105.5,8' 9.5'',,,
53,,12057,Elvin,Mims,Elvin Mims,SF-SG,76.25,6' 4.25'',,,211,85.5,7' 1.5'',105.5,8' 9.5'',,,
54,,12058,Byron,Mouton,Byron Mouton,SG-SF,76.5,6' 4.5'',,,213,82.25,6' 10.25'',102.0,8' 6'',,,
55,,2436,Ronald,Murray,Ronald Murray,SG,75.0,6' 3'',,,197,79.5,6' 7.5'',100.5,8' 4.5'',,,
56,,12059,Uche,Okafor,Uche Okafor,PF-C,81.0,6' 9'',,,229,89.5,7' 5.5'',112.0,9' 4'',,,
57,,2442,Chris,Owens,Chris Owens,PF-SF,79.0,6' 7'',,,237,83.5,6' 11.5'',104.0,8' 8'',,,
58,,2457,Jannero,Pargo,Jannero Pargo,PG,72.25,6' 0.25'',,,168,74.5,6' 2.5'',96.0,8' 0'',,,
59,,2470,Smush,Parker,Smush Parker,PG-SG,74.5,6' 2.5'',,,179,82.0,6' 10'',107.5,8' 11.5'',,,
60,,2458,Luke,Recker,Luke Recker,SG-SF,76.75,6' 4.75'',,,198,79.0,6' 7'',101.0,8' 5'',,,
61,,12061,Rolan,Roberts,Rolan Roberts,PF,77.75,6' 5.75'',,,241,85.0,7' 1'',105.5,8' 9.5'',,,
62,,12062,Travis,Robinson,Travis Robinson,SF,77.25,6' 5.25'',,,211,82.5,6' 10.5'',104.5,8' 8.5'',,,
63,,2416,Kareem,Rush,Kareem Rush,SG-SF,76.75,6' 4.75'',,,199,81.75,6' 9.75'',103.5,8' 7.5'',,,
64,,12063,Brooks,Sales,Brooks Sales,PF-C,81.0,6' 9'',,,232,82.0,6' 10'',108.0,9' 0'',,,
65,,2422,John,Salmons,John Salmons,SF-SG,77.5,6' 5.5'',,,207,82.25,6' 10.25'',104.0,8' 8'',,,
66,,2453,Predrag,Savovic,Predrag Savovic,SG,76.75,6' 4.75'',,,212,79.0,6' 7'',102.0,8' 6'',,,
67,,201324,Julian,Sensley,Julian Sensley,PF-SF,79.0,6' 7'',,,228,83.5,6' 11.5'',105.5,8' 9.5'',,,
68,,12064,Israel,Sheinfeld,Israel Sheinfeld,PF-C,80.25,6' 8.25'',,,239,81.75,6' 9.75'',106.5,8' 10.5'',,,
69,,12065,Preston,Shumpert,Preston Shumpert,SF,78.0,6' 6'',,,197,80.5,6' 8.5'',103.5,8' 7.5'',,,
70,,2447,Tamar,Slay,Tamar Slay,SF,78.75,6' 6.75'',,,203,83.5,6' 11.5'',104.0,8' 8'',,,
71,,2443,Darius,Songaila,Darius Songaila,PF,80.0,6' 8'',,,240,85.0,7' 1'',108.5,9' 0.5'',,,
72,,2405,Amar'e,Stoudemire,Amar'e Stoudemire,PF,80.5,6' 8.5'',,,233,85.75,7' 1.75'',108.5,9' 0.5'',,,
73,,2445,Marcus,Taylor,Marcus Taylor,PG,73.0,6' 1'',,,181,76.5,6' 4.5'',98.5,8' 2.5'',,,
74,,12297,Jobey,Thomas,Jobey Thomas,SG,74.75,6' 2.75'',,,183,77.75,6' 5.75'',99.5,8' 3.5'',,,
75,,2402,Dajuan,Wagner,Dajuan Wagner,PG-SG,72.75,6' 0.75'',,,193,74.0,6' 2'',99.0,8' 3'',,,
76,,2404,Chris,Wilcox,Chris Wilcox,PF-C,80.25,6' 8.25'',,,218,85.0,7' 1'',107.5,8' 11.5'',,,
77,,2421,Frank,Williams,Frank Williams,PG,73.5,6' 1.5'',,,212,80.0,6' 8'',100.5,8' 4.5'',,,
78,,2465,George,Williams,George Williams,PF-SF,77.75,6' 5.75'',,,214,84.5,7' 0.5'',103.0,8' 7'',,,
79,,2398,Jay,Williams,Jay Williams,PG,72.25,6' 0.25'',,,197,75.5,6' 3.5'',97.0,8' 1'',,,
80,,2417,Qyntel,Woods,Qyntel Woods,SF-SG,79.0,6' 7'',,,213,82.0,6' 10'',105.0,8' 9'',,,
81,,2428,Vincent,Yarbrough,Vincent Yarbrough,SF,77.5,6' 5.5'',,,202,84.5,7' 0.5'',104.5,8' 8.5'',,,
0,,200995,Aloysius,Anagonye,Aloysius Anagonye,PF,78.75,6' 6.75'',,,257,86.5,7' 2.5'',106.0,8' 10'',10.5,,
1,,12072,Rick,Anderson,Rick Anderson,SF-PF,80.25,6' 8.25'',,,216,83.0,6' 11'',106.5,8' 10.5'',9.9,,
2,,2546,Carmelo,Anthony,Carmelo Anthony,SF,78.25,6' 6.25'',,,233,84.0,7' 0'',105.5,8' 9.5'',8.0,,
3,,2602,Jerome,Beasley,Jerome Beasley,SF-PF,81.0,6' 9'',,,237,84.5,7' 0.5'',107.0,8' 11'',9.9,,
4,,2559,Troy,Bell,Troy Bell,PG,72.25,6' 0.25'',,,178,77.0,6' 5'',97.5,8' 1.5'',5.3,,
5,,12073,LaVell,Blanchard,LaVell Blanchard,SF,78.0,6' 6'',,,205,78.0,6' 6'',101.5,8' 5.5'',11.7,,
6,,2586,Keith,Bogans,Keith Bogans,SG,76.25,6' 4.25'',,,213,81.25,6' 9.25'',101.0,8' 5'',8.0,,
7,,2588,Matt,Bonner,Matt Bonner,PF-SF,80.5,6' 8.5'',,,242,80.75,6' 8.75'',105.5,8' 9.5'',13.6,,
8,,2547,Chris,Bosh,Chris Bosh,PF,82.25,6' 10.25'',,,225,87.5,7' 3.5'',109.0,9' 1'',8.0,,
9,,2651,Jermaine,Boyette,Jermaine Boyette,PG-SG,73.0,6' 1'',,,187,76.0,6' 4'',96.0,8' 0'',7.3,,
10,,12295,Souleymane,Camara,Souleymane Camara,PF-SF,81.75,6' 9.75'',,,211.0,86.25,7' 2.25'',109.0,9' 1'',9.9,,
11,,2679,Matt,Carroll,Matt Carroll,SG-SF,77.0,6' 5'',,,207,78.5,6' 6.5'',98.5,8' 2.5'',6.7,,
12,,2555,Nick,Collison,Nick Collison,PF,80.75,6' 8.75'',,,255,85.5,7' 1.5'',108.0,9' 0'',17.0,,
13,,2567,Brian,Cook,Brian Cook,PF-SF,81.5,6' 9.5'',,,234,86.0,7' 2'',109.0,9' 1'',10.5,,
14,,12074,Joel,Cornette,Joel Cornette,PF-SF,80.25,6' 8.25'',,,239,81.25,6' 9.25'',105.5,8' 9.5'',12.9,,
15,,2605,Marquis,Daniels,Marquis Daniels,SG-PG,77.25,6' 5.25'',,,198,82.0,6' 10'',103.5,8' 7.5'',4.0,,
16,,12075,Aleksander,Djuric,Aleksander Djuric,C-PF,82.0,6' 10'',,,253,84.0,7' 0'',108.0,9' 0'',16.3,,
17,,12076,Ruben,Douglas,Ruben Douglas,SG,75.5,6' 3.5'',,,193,79.25,6' 7.25'',100.5,8' 4.5'',6.0,,
18,,2648,Ronald,Dupree,Ronald Dupree,SF-SG,78.0,6' 6'',,,209,80.25,6' 8.25'',101.0,8' 5'',6.7,,
19,,2606,Carl,English,Carl English,SG-PG,76.0,6' 4'',,,201,77.25,6' 5.25'',98.5,8' 2.5'',8.0,,
20,,12077,Ebi,Ere,Ebi Ere,SG,75.5,6' 3.5'',,,210,82.5,6' 10.5'',102.0,8' 6'',14.1,,
21,,12078,Marquis,Estill,Marquis Estill,PF-C,80.5,6' 8.5'',,,257,88.0,7' 4'',108.0,9' 0'',11.7,,
22,,2551,T.J.,Ford,T.J. Ford,PG,71.0,5' 11'',,,162,71.5,5' 11.5'',93.5,7' 9.5'',6.7,,
23,,12079,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',,,194,73.0,6' 1'',92.0,7' 8'',9.3,,
24,,2584,Willie,Green,Willie Green,SG-PG,74.5,6' 2.5'',,,201,79.25,6' 7.25'',100.0,8' 4'',8.0,,
25,,12080,Justin,Hamilton,Justin Hamilton,PG-SG,75.0,6' 3'',,,217,83.0,6' 11'',103.0,8' 7'',8.0,,
26,,2580,Travis,Hansen,Travis Hansen,SG,76.5,6' 4.5'',,,200,78.5,6' 6.5'',100.5,8' 4.5'',6.0,,
27,,12081,Trevor,Harvey,Trevor Harvey,C-PF,81.5,6' 9.5'',,,245,85.0,7' 1'',109.5,9' 1.5'',10.5,,
28,,2618,Marcus,Hatten,Marcus Hatten,PG,72.75,6' 0.75'',,,163,78.25,6' 6.25'',98.0,8' 2'',4.0,,
29,,2550,Kirk,Hinrich,Kirk Hinrich,PG-SG,74.75,6' 2.75'',,,186,78.0,6' 6'',98.5,8' 2.5'',5.3,,
30,,12082,Jerry,Holman,Jerry Holman,PF,80.75,6' 8.75'',,,232,87.25,7' 3.25'',109.5,9' 1.5'',6.0,,
31,,12083,Sam,Hoskin,Sam Hoskin,PF,79.25,6' 7.25'',,,261,82.75,6' 10.75'',107.5,8' 11.5'',,,
32,,2572,Josh,Howard,Josh Howard,SF-SG,77.25,6' 5.25'',,,202,86.0,7' 2'',105.5,8' 9.5'',6.0,,
33,,2599,Brandon,Hunter,Brandon Hunter,PF,78.5,6' 6.5'',,,266,86.75,7' 2.75'',105.5,8' 9.5'',8.0,,
34,,12084,Sani,Ibrahim,Sani Ibrahim,C-PF,80.5,6' 8.5'',,,229,85.0,7' 1'',109.5,9' 1.5'',9.3,,
35,,12085,Michael,Ignerski,Michael Ignerski,PF-SF,81.5,6' 9.5'',,,232,82.75,6' 10.75'',107.0,8' 11'',10.5,,
36,,12086,Robert,Jackson,Robert Jackson,PF-C,79.75,6' 7.75'',,,254,84.0,7' 0'',107.5,8' 11.5'',15.9,,
37,,2544,LeBron,James,LeBron James,SF-SG,79.25,6' 7.25'',,,245,84.25,7' 0.25'',106.25,8' 10.25'',6.7,,
38,,2639,Britton,Johnsen,Britton Johnsen,SF-PF,82.0,6' 10'',,,212,82.75,6' 10.75'',107.5,8' 11.5'',7.3,,
39,,2563,Dahntay,Jones,Dahntay Jones,SG-SF,76.75,6' 4.75'',,,214,81.0,6' 9'',102.5,8' 6.5'',2.6,,
40,,2592,James,Jones,James Jones,SF,79.25,6' 7.25'',,,218,86.5,7' 2.5'',107.5,8' 11.5'',6.7,,
41,,2549,Chris,Kaman,Chris Kaman,C-PF,83.5,6' 11.5'',,,252,83.75,6' 11.75'',110.5,9' 2.5'',16.3,,
42,,2574,Jason,Kapono,Jason Kapono,SG-SF,78.5,6' 6.5'',,,215,78.5,6' 6.5'',102.0,8' 6'',11.7,,
43,,12087,Jason,Keep,Jason Keep,C-PF,81.75,6' 9.75'',,,270,84.5,7' 0.5'',106.5,8' 10.5'',8.6,,
44,,12088,Bernard,King,Bernard King,SG-PG,75.75,6' 3.75'',,,200,77.5,6' 5.5'',98.5,8' 2.5'',12.9,,
45,,2688,Brandin,Knight,Brandin Knight,PG,71.75,5' 11.75'',,,190,78.0,6' 6'',95.5,7' 11.5'',10.5,,
46,,2594,Kyle,Korver,Kyle Korver,SF,78.25,6' 6.25'',,,211,81.5,6' 9.5'',102.5,8' 6.5'',6.7,,
47,,2591,James,Lang,James Lang,C-PF,80.25,6' 8.25'',,,316,90.25,7' 6.25'',110.0,9' 2'',21.4,,
48,,12089,Donald,Little,Donald Little,PF-C,81.5,6' 9.5'',,,229,87.0,7' 3'',97.0,8' 1'',7.3,,
49,,2658,Chris,Marcus,Chris Marcus,C,84.0,7' 0'',,,334,92.0,7' 8'',114.0,9' 6'',23.1,,
50,,12090,Chris,Massie,Chris Massie,PF-C,78.5,6' 6.5'',,,259,85.0,7' 1'',106.5,8' 10.5'',14.8,,
51,,12091,Will,McDonald,Will McDonald,C-PF,81.5,6' 9.5'',,,258,87.5,7' 3.5'',109.5,9' 1.5'',13.6,,
52,,2545,Darko,Milicic,Darko Milicic,PF,83.5,6' 11.5'',,,250,89.0,7' 5'',111.5,9' 3.5'',8.0,,
53,,12092,Jeff,Newton,Jeff Newton,PF,80.0,6' 8'',,,199,85.0,7' 1'',106.0,8' 10'',5.3,,
54,,12093,Uche,Nsonwu-Amadi,Uche Nsonwu-Amadi,PF-C,79.75,6' 7.75'',,,246,87.75,7' 3.75'',106.5,8' 10.5'',6.0,,
55,,12094,Ugonna,Okyekwe,Ugonna Okyekwe,SF,79.25,6' 7.25'',,,228,87.0,7' 3'',109.0,9' 1'',4.3,,
56,,101248,Marlon,Parmer,Marlon Parmer,PG,72.75,6' 0.75'',,,184,75.5,6' 3.5'',97.0,8' 1'',9.3,,
57,,12095,Stephane,Pelle,Stephane Pelle,PF-SF,79.0,6' 7'',,,246,86.0,7' 2'',107.0,8' 11'',12.4,,
58,,2632,Kirk,Penney,Kirk Penney,SG-SF,77.0,6' 5'',,,218,77.25,6' 5.25'',97.0,8' 1'',8.0,,
59,,2750,Pavel,Podkolzin,Pavel Podkolzin,C,87.5,7' 3.5'',,,303,89.75,7' 5.75'',116.0,9' 8'',16.3,,
60,,2694,Josh,Powell,Josh Powell,PF-SF,80.0,6' 8'',,,227,85.0,7' 1'',107.5,8' 11.5'',8.0,,
61,,12096,Hollis,Price,Hollis Price,PG-SG,71.5,5' 11.5'',,,165,76.5,6' 4.5'',94.5,7' 10.5'',7.3,,
62,,2557,Luke,Ridnour,Luke Ridnour,PG,73.0,6' 1'',,,167,75.0,6' 3'',95.5,7' 11.5'',5.3,,
63,,12097,Joe,Shipp,Joe Shipp,SG,76.0,6' 4'',,,224,82.0,6' 10'',103.0,8' 7'',11.7,,
64,,12098,Ron,Slay,Ron Slay,SF-PF,78.0,6' 6'',,,236,82.0,6' 10'',103.5,8' 7.5'',16.3,,
65,,2604,Theron,Smith,Theron Smith,PF-SF,78.5,6' 6.5'',,,234,82.25,6' 10.25'',104.5,8' 8.5'',9.3,,
66,,2596,Tommy,Smith,Tommy Smith,PF-SF,81.0,6' 9'',,,200,86.5,7' 2.5'',107.5,8' 11.5'',6.7,,
67,,12099,Marvin,Stone,Marvin Stone,C-PF,81.5,6' 9.5'',,,261,87.5,7' 3.5'',109.5,9' 1.5'',17.4,,
68,,2552,Michael,Sweetney,Michael Sweetney,PF,79.25,6' 7.25'',,,262,85.0,7' 1'',107.5,8' 11.5'',14.1,,
69,,2756,Sasha,Vujacic,Sasha Vujacic,PG-SG,77.5,6' 5.5'',,,193,77.5,6' 5.5'',101.0,8' 5'',14.1,,
70,,2548,Dwyane,Wade,Dwyane Wade,SG-SF,75.75,6' 3.75'',,,212,82.75,6' 10.75'',102.0,8' 6'',6.7,,
71,,12101,Wayne,Wallace,Wayne Wallace,PF,79.25,6' 7.25'',,,187,86.0,7' 2'',108.0,9' 0'',4.6,,
72,,2575,Luke,Walton,Luke Walton,SF-PF,79.75,6' 7.75'',,,235,80.5,6' 8.5'',104.0,8' 8'',9.3,,
73,,2561,David,West,David West,PF-SF,80.25,6' 8.25'',,,226,88.25,7' 4.25'',108.25,9' 0.25'',8.0,,
74,,2590,Mo,Williams,Mo Williams,PG-SG,72.75,6' 0.75'',,,189,77.5,6' 5.5'',98.5,8' 2.5'',6.7,,
75,,12102,Wesley,Wilson,Wesley Wilson,C-PF,82.25,6' 10.25'',,,257,87.0,7' 3'',110.5,9' 2.5'',12.4,,
76,,12103,Doug,Wrenn,Doug Wrenn,SF-PF,77.75,6' 5.75'',,,220,91.5,7' 7.5'',100.5,8' 4.5'',7.3,,
77,,2583,Derrick,Zimmerman,Derrick Zimmerman,PG,73.0,6' 1'',,,190,81.0,6' 9'',96.25,8' .25'',5.3,,
0,,2754,Tony,Allen,Tony Allen,SG,75.5,6' 3.5'',76.25,6' 4.25'',214,81.0,6' 9'',102.0,8' 6'',6.7,,
1,,2772,Trevor,Ariza,Trevor Ariza,SG-SF,79.0,6' 7'',80.25,6' 8.25'',201,86.0,7' 2'',107.5,8' 11.5'',8.0,,
2,,2857,Andre,Barrett,Andre Barrett,PG,68.75,5' 8.75'',69.75,5' 9.75'',171,73.0,6' 1'',92.0,7' 8'',6.7,,
3,,101138,Brandon,Bass,Brandon Bass,PF,78.25,6' 6.25'',79.25,6' 7.25'',246,86.5,7' 2.5'',106.5,8' 10.5'',9.3,,
4,,2740,Andris,Biedrins,Andris Biedrins,C,,,,,,,,,,9.3,,
5,,2800,Tony,Bobbitt,Tony Bobbitt,SG,74.75,6' 2.75'',76.0,6' 4'',185,79.0,6' 7'',100.0,8' 4'',7.3,,
6,,12173,Brian,Boddicker,Brian Boddicker,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',230,82.0,6' 10'',105.5,8' 9.5'',11.2,,
7,,12174,Tim,Bowers,Tim Bowers,PG-SG,72.5,6' 0.5'',73.75,6' 1.75'',181,81.0,6' 9'',98.0,8' 2'',2.6,,
8,,2810,Andre,Brown,Andre Brown,PF-C,80.0,6' 8'',81.5,6' 9.5'',236,83.0,6' 11'',107.0,8' 11'',6.0,,
9,,2766,Antonio,Burks,Antonio Burks,PG,72.0,6' 0'',72.75,6' 0.75'',191,78.5,6' 6.5'',96.5,8' 0.5'',9.9,,
10,,2866,Jackie,Butler,Jackie Butler,C,80.0,6' 8'',81.5,6' 9.5'',263,85.5,7' 1.5'',109.0,9' 1'',16.3,,
11,,12175,Aleksandar,Capin,Aleksandar Capin,PG,72.0,6' 0'',73.25,6' 1.25'',176,73.5,6' 1.5'',94.0,7' 10'',9.3,,
12,,12176,Ales,Chan,Ales Chan,C,84.0,7' 0'',86.0,7' 2'',255,87.0,7' 3'',113.0,9' 5'',14.8,,
13,,2735,Josh,Childress,Josh Childress,SG-SF,77.75,6' 5.75'',79.25,6' 7.25'',196,83.0,6' 11'',105.0,8' 9'',9.3,,
14,,200555,TJ,Cummings,TJ Cummings,SF,79.5,6' 7.5'',80.75,6' 8.75'',215,81.5,6' 9.5'',106.5,8' 10.5'',6.7,,
15,,2845,Erik,Daniels,Erik Daniels,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',223,83.0,6' 11'',106.0,8' 10'',18.5,,
16,,2736,Luol,Deng,Luol Deng,SF,79.0,6' 7'',80.0,6' 8'',220,84.5,7' 0.5'',108.5,9' 0.5'',6.7,,
17,,12177,Marcus,Douthit,Marcus Douthit,C-PF,81.5,6' 9.5'',83.0,6' 11'',223,88.0,7' 4'',111.5,9' 3.5'',13.7,,
18,,2768,Chris,Duhon,Chris Duhon,PG,72.0,6' 0'',73.25,6' 1.25'',193,78.5,6' 6.5'',98.0,8' 2'',6.7,,
19,,2823,John,Edwards,John Edwards,C,83.25,6' 11.25'',85.0,7' 1'',264,88.5,7' 4.5'',113.0,9' 5'',14.1,,
20,,2765,Andre,Emmett,Andre Emmett,SG-SF,75.5,6' 3.5'',76.5,6' 4.5'',216,81.0,6' 9'',100.0,8' 4'',6.7,,
21,,2824,Desmon,Farmer,Desmon Farmer,SG,76.5,6' 4.5'',77.75,6' 5.75'',214,80.5,6' 8.5'',103.0,8' 7'',5.3,,
22,,2784,Luis,Flores,Luis Flores,PG-SG,72.5,6' 0.5'',73.75,6' 1.75'',202,79.5,6' 7.5'',98.5,8' 2.5'',6.0,,
23,,2782,Matt,Freije,Matt Freije,SF-PF,80.25,6' 8.25'',81.5,6' 9.5'',234,85.0,7' 1'',108.5,9' 0.5'',10.8,,
24,,12178,Chris,Garnett,Chris Garnett,C-PF,80.25,6' 8.25'',81.75,6' 9.75'',260,85.0,7' 1'',108.0,9' 0'',14.8,,
25,,101155,Ryan,Gomes,Ryan Gomes,SF-PF,78.5,6' 6.5'',79.75,6' 7.75'',248,86.0,7' 2'',106.5,8' 10.5'',,,
26,,2732,Ben,Gordon,Ben Gordon,PG-SG,73.0,6' 1'',74.25,6' 2.25'',192,80.5,6' 8.5'',99.0,8' 3'',5.3,,
27,,2734,Devin,Harris,Devin Harris,PG,73.75,6' 1.75'',75.0,6' 3'',170,79.5,6' 7.5'',98.5,8' 2.5'',5.3,,
28,,2730,Dwight,Howard,Dwight Howard,PF-C,81.0,6' 9'',82.25,6' 10.25'',240,88.5,7' 4.5'',111.5,9' 3.5'',10.5,,
29,,12179,Rolando,Howell,Rolando Howell,PF,79.5,6' 7.5'',80.5,6' 8.5'',229,84.5,7' 0.5'',107.0,8' 11'',11.7,,
30,,2743,Kris,Humphries,Kris Humphries,PF,80.25,6' 8.25'',81.5,6' 9.5'',238,84.5,7' 0.5'',106.5,8' 10.5'',6.7,,
31,,2738,Andre,Iguodala,Andre Iguodala,SG-SF,77.75,6' 5.75'',78.75,6' 6.75'',217,83.0,6' 11'',105.5,8' 9.5'',6.7,,
32,,12180,Martin,Iti,Martin Iti,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',233,89.0,7' 5'',111.5,9' 3.5'',10.5,,
33,,2739,Luke,Jackson,Luke Jackson,SF-SG,78.0,6' 6'',79.0,6' 7'',212,80.5,6' 8.5'',103.0,8' 7'',8.0,,
34,,2744,Al,Jefferson,Al Jefferson,PF-SF,80.5,6' 8.5'',81.75,6' 9.75'',263,86.5,7' 2.5'',110.0,9' 2'',10.5,,
35,,2865,Arthur,Johnson,Arthur Johnson,PF-C,79.0,6' 7'',80.5,6' 8.5'',262,87.0,7' 3'',109.0,9' 1'',16.3,,
36,,12181,Ivan,Koljevic,Ivan Koljevic,PG,73.0,6' 1'',74.0,6' 2'',172,74.5,6' 2.5'',95.0,7' 11'',6.7,,
37,,12182,Herve,Lamizana,Herve Lamizana,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',210,85.5,7' 1.5'',107.0,8' 11'',6.7,,
38,,2778,Sergei,Lishouk,Sergei Lishouk,PF-SF,82.25,6' 10.25'',83.5,6' 11.5'',244,84.0,7' 0'',109.5,9' 1.5'',10.5,,
39,,2733,Shaun,Livingston,Shaun Livingston,PG-SG,78.25,6' 6.25'',79.5,6' 7.5'',186,83.0,6' 11'',105.5,8' 9.5'',6.7,,
40,,12184,Jaime,Lloreda,Jaime Lloreda,PF,78.75,6' 6.75'',80.5,6' 8.5'',247,81.5,6' 9.5'',107.0,8' 11'',9.9,,
41,,12000,Bryant,Matthews,Bryant Matthews,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',206,84.5,7' 0.5'',105.5,8' 9.5'',6.7,,
42,,12001,Marcus,Melvin,Marcus Melvin,SF-PF,78.75,6' 6.75'',80.5,6' 8.5'',241,84.0,7' 0'',105.5,8' 9.5'',10.5,,
43,,2822,Rich,Melzer,Rich Melzer,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',229,86.0,7' 2'',107.0,8' 11'',12.4,,
44,,2777,Ricky,Minard,Ricky Minard,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',198,79.0,6' 7'',101.5,8' 5.5'',8.0,,
45,,12002,James,Moore,James Moore,PF-SF,78.5,6' 6.5'',80.0,6' 8'',198,84.5,7' 0.5'',107.0,8' 11'',8.0,,
46,,12003,Marcus,Moore,Marcus Moore,PG-SG,76.0,6' 4'',77.25,6' 5.25'',202,81.0,6' 9'',101.5,8' 5.5'',14.8,,
47,,12004,Michel,Morandais,Michel Morandais,SG-SF,75.75,6' 3.75'',76.75,6' 4.75'',205,83.5,6' 11.5'',102.0,8' 6'',8.6,,
48,,2749,Jameer,Nelson,Jameer Nelson,PG,71.0,5' 11'',72.5,6' 0.5'',199,74.5,6' 2.5'',95.0,7' 11'',8.0,,
49,,12005,Misan,Nikagbatse,Misan Nikagbatse,SG-PG,75.5,6' 3.5'',76.75,6' 4.75'',223,82.0,6' 10'',102.0,8' 6'',12.9,,
50,,2731,Emeka,Okafor,Emeka Okafor,C-PF,80.75,6' 8.75'',82.0,6' 10'',257,88.0,7' 4'',110.5,9' 2.5'',5.3,,
51,,12006,Randall,Orr,Randall Orr,PF-SF,81.0,6' 9'',82.75,6' 10.75'',193,82.5,6' 10.5'',107.5,8' 11.5'',6.7,,
52,,12007,Dylan,Page,Dylan Page,SF,79.5,6' 7.5'',80.75,6' 8.75'',239,79.0,6' 7'',105.0,8' 9'',12.3,,
53,,-1,Drago,Pasalic,Drago Pasalic,PF,81.25,6' 9.25'',82.75,6' 10.75'',231,83.5,6' 11.5'',108.0,9' 0'',12.9,,
54,,12008,Rickey,Paulding,Rickey Paulding,SG,74.75,6' 2.75'',76.0,6' 4'',210,81.5,6' 9.5'',101.5,8' 5.5'',5.3,,
55,,12009,Kelvin,Pena,Kelvin Pena,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',182,78.5,6' 6.5'',99.5,8' 3.5'',8.6,,
56,,2773,Tim,Pickett,Tim Pickett,PG-SG,75.0,6' 3'',76.25,6' 4.25'',207,79.5,6' 7.5'',100.5,8' 4.5'',6.0,,
57,,12010,Omar,Quintero,Omar Quintero,PG,69.75,5' 9.75'',71.25,5' 11.25'',170,71.5,5' 11.5'',92.5,7' 8.5'',14.1,,
58,,2762,Peter,Ramos,Peter Ramos,C,85.75,7' 1.75'',87.25,7' 3.25'',266,89.5,7' 5.5'',111.5,9' 3.5'',6.7,,
59,,2876,Jared,Reiner,Jared Reiner,C-PF,82.0,6' 10'',83.75,6' 11.75'',246,84.5,7' 0.5'',109.0,9' 1'',12.9,,
60,,101160,Lawrence,Roberts,Lawrence Roberts,PF,79.5,6' 7.5'',81.0,6' 9'',233,81.5,6' 9.5'',106.5,8' 10.5'',9.3,,
61,,2774,Bernard,Robinson,Bernard Robinson,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208,82.0,6' 10'',102.0,8' 6'',6.0,,
62,,101126,Nate,Robinson,Nate Robinson,PG,67.75,5' 7.75'',69.0,5' 9'',181,73.0,6' 1'',91.5,7' 7.5'',6.7,,
63,,12011,Aerick,Sanders,Aerick Sanders,PF,78.5,6' 6.5'',79.5,6' 7.5'',205,83.5,6' 11.5'',106.0,8' 10'',6.7,,
64,,2781,Romain,Sato,Romain Sato,SG,74.0,6' 2'',75.25,6' 3.25'',204,83.0,6' 11'',102.5,8' 6.5'',6.0,,
65,,12012,Blagota,Sekulic,Blagota Sekulic,SF-PF,81.25,6' 9.25'',82.5,6' 10.5'',234,83.0,6' 11'',107.0,8' 11'',9.3,,
66,,2746,Josh,Smith,Josh Smith,SG-SF,79.0,6' 7'',80.25,6' 8.25'',221,84.0,7' 0'',106.5,8' 10.5'',6.7,,
67,,2747,J.R.,Smith,J.R. Smith,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',227,82.0,6' 10'',104.0,8' 8'',6.7,,
68,,2745,Kirk,Snyder,Kirk Snyder,SG-SF,78.0,6' 6'',78.75,6' 6.75'',228,81.0,6' 9'',104.0,8' 8'',9.3,,
69,,2776,Pape,Sow,Pape Sow,PF-C,80.5,6' 8.5'',82.0,6' 10'',233,86.0,7' 2'',108.5,9' 0.5'',9.3,,
70,,12014,Tiago,Splitter,Tiago Splitter,C-PF,82.25,6' 10.25'',83.75,6' 11.75'',233,86.0,7' 2'',109.5,9' 1.5'',5.3,,
71,,12015,Blake,Stepp,Blake Stepp,PG,,,,,,,,,,8.0,,
72,,12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,82.5,6' 10.5'',83.5,6' 11.5'',272,83.0,6' 11'',107.5,8' 11.5'',15.2,,
73,,12296,Marko,Tomas,Marko Tomas,SG-PG,78.5,6' 6.5'',79.75,6' 7.75'',198,79.0,6' 7'',103.5,8' 7.5'',9.3,,
